"REF_DATE","GEO","DGUID","Characteristics","Net worth indicators (wealth)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010","Atlantic Region","2016A00011","All households","Owner's equity as a share of real estate","Percent","239","units ","0","v116905411","2.1.14","68.9","","","","1"
"2010","Atlantic Region","2016A00011","All households","Real estate as a share of disposable income","Percent","239","units ","0","v116905412","2.1.15","238.2","","","","1"
"2010","Atlantic Region","2016A00011","All households","Net worth as a share of disposable income","Percent","239","units ","0","v116905413","2.1.16","559.2","","","","1"
"2010","Atlantic Region","2016A00011","All households","Debt to disposable income ratio","Percent","239","units ","0","v116905414","2.1.17","142.4","","","","1"
"2010","Atlantic Region","2016A00011","Lowest income quintile","Financial assets as a share of total assets","Percent","239","units ","0","v1059497643","2.2.1","","..","","","1"
"2010","Atlantic Region","2016A00011","Lowest income quintile","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059497644","2.2.2","","..","","","1"
"2010","Atlantic Region","2016A00011","Lowest income quintile","Other financial assets as a share of total assets","Percent","239","units ","0","v1059497645","2.2.3","","..","","","1"
"2010","Atlantic Region","2016A00011","Lowest income quintile","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059497646","2.2.4","","..","","","1"
"2010","Atlantic Region","2016A00011","Lowest income quintile","Real estate as a share of total assets","Percent","239","units ","0","v1059497647","2.2.5","","..","","","1"
"2010","Atlantic Region","2016A00011","Lowest income quintile","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059497648","2.2.6","","..","","","1"
"2010","Atlantic Region","2016A00011","Lowest income quintile","Liabilities as a share of total assets","Percent","239","units ","0","v1059497649","2.2.7","35.1","","","","1"
"2010","Atlantic Region","2016A00011","Lowest income quintile","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059497650","2.2.8","","..","","","1"
"2010","Atlantic Region","2016A00011","Lowest income quintile","Other liabilities as a share of total assets","Percent","239","units ","0","v1059497651","2.2.9","","..","","","1"
"2010","Atlantic Region","2016A00011","Lowest income quintile","Liabilities as a share of net worth","Percent","239","units ","0","v1059497652","2.2.10","54.1","","","","1"
"2010","Atlantic Region","2016A00011","Lowest income quintile","Assets as a share of net worth","Percent","239","units ","0","v1059497653","2.2.11","154.1","","","","1"
"2010","Atlantic Region","2016A00011","Lowest income quintile","Financial assets as a share of net worth","Percent","239","units ","0","v1059497654","2.2.12","","..","","","1"
"2010","Atlantic Region","2016A00011","Lowest income quintile","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059497655","2.2.13","","..","","","1"
"2010","Atlantic Region","2016A00011","Lowest income quintile","Owner's equity as a share of real estate","Percent","239","units ","0","v1059497656","2.2.14","","..","","","1"
"2010","Atlantic Region","2016A00011","Lowest income quintile","Real estate as a share of disposable income","Percent","239","units ","0","v1059497657","2.2.15","","..","","","1"
"2010","Atlantic Region","2016A00011","Lowest income quintile","Net worth as a share of disposable income","Percent","239","units ","0","v1059497658","2.2.16","","..","","","1"
"2010","Atlantic Region","2016A00011","Lowest income quintile","Debt to disposable income ratio","Percent","239","units ","0","v1059497659","2.2.17","","..","","","1"
"2010","Atlantic Region","2016A00011","Second income quintile","Financial assets as a share of total assets","Percent","239","units ","0","v1059497660","2.3.1","","..","","","1"
"2010","Atlantic Region","2016A00011","Second income quintile","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059497661","2.3.2","","..","","","1"
"2010","Atlantic Region","2016A00011","Second income quintile","Other financial assets as a share of total assets","Percent","239","units ","0","v1059497662","2.3.3","","..","","","1"
"2010","Atlantic Region","2016A00011","Second income quintile","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059497663","2.3.4","","..","","","1"
"2010","Atlantic Region","2016A00011","Second income quintile","Real estate as a share of total assets","Percent","239","units ","0","v1059497664","2.3.5","","..","","","1"
"2010","Atlantic Region","2016A00011","Second income quintile","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059497665","2.3.6","","..","","","1"
"2010","Atlantic Region","2016A00011","Second income quintile","Liabilities as a share of total assets","Percent","239","units ","0","v1059497666","2.3.7","28.2","","","","1"
"2010","Atlantic Region","2016A00011","Second income quintile","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059497667","2.3.8","","..","","","1"
"2010","Atlantic Region","2016A00011","Second income quintile","Other liabilities as a share of total assets","Percent","239","units ","0","v1059497668","2.3.9","","..","","","1"
"2010","Atlantic Region","2016A00011","Second income quintile","Liabilities as a share of net worth","Percent","239","units ","0","v1059497669","2.3.10","39.3","","","","1"
"2010","Atlantic Region","2016A00011","Second income quintile","Assets as a share of net worth","Percent","239","units ","0","v1059497670","2.3.11","139.3","","","","1"
"2010","Atlantic Region","2016A00011","Second income quintile","Financial assets as a share of net worth","Percent","239","units ","0","v1059497671","2.3.12","","..","","","1"
"2010","Atlantic Region","2016A00011","Second income quintile","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059497672","2.3.13","","..","","","1"
"2010","Atlantic Region","2016A00011","Second income quintile","Owner's equity as a share of real estate","Percent","239","units ","0","v1059497673","2.3.14","","..","","","1"
"2010","Atlantic Region","2016A00011","Second income quintile","Real estate as a share of disposable income","Percent","239","units ","0","v1059497674","2.3.15","","..","","","1"
"2010","Atlantic Region","2016A00011","Second income quintile","Net worth as a share of disposable income","Percent","239","units ","0","v1059497675","2.3.16","","..","","","1"
"2010","Atlantic Region","2016A00011","Second income quintile","Debt to disposable income ratio","Percent","239","units ","0","v1059497676","2.3.17","","..","","","1"
"2010","Atlantic Region","2016A00011","Third income quintile","Financial assets as a share of total assets","Percent","239","units ","0","v1059497677","2.4.1","","..","","","1"
"2010","Atlantic Region","2016A00011","Third income quintile","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059497678","2.4.2","","..","","","1"
"2010","Atlantic Region","2016A00011","Third income quintile","Other financial assets as a share of total assets","Percent","239","units ","0","v1059497679","2.4.3","","..","","","1"
"2010","Atlantic Region","2016A00011","Third income quintile","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059497680","2.4.4","","..","","","1"
"2010","Atlantic Region","2016A00011","Third income quintile","Real estate as a share of total assets","Percent","239","units ","0","v1059497681","2.4.5","","..","","","1"
"2010","Atlantic Region","2016A00011","Third income quintile","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059497682","2.4.6","","..","","","1"
"2010","Atlantic Region","2016A00011","Third income quintile","Liabilities as a share of total assets","Percent","239","units ","0","v1059497683","2.4.7","24.5","","","","1"
"2010","Atlantic Region","2016A00011","Third income quintile","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059497684","2.4.8","","..","","","1"
"2010","Atlantic Region","2016A00011","Third income quintile","Other liabilities as a share of total assets","Percent","239","units ","0","v1059497685","2.4.9","","..","","","1"
"2010","Atlantic Region","2016A00011","Third income quintile","Liabilities as a share of net worth","Percent","239","units ","0","v1059497686","2.4.10","32.4","","","","1"
"2010","Atlantic Region","2016A00011","Third income quintile","Assets as a share of net worth","Percent","239","units ","0","v1059497687","2.4.11","132.4","","","","1"
"2010","Atlantic Region","2016A00011","Third income quintile","Financial assets as a share of net worth","Percent","239","units ","0","v1059497688","2.4.12","","..","","","1"
"2010","Atlantic Region","2016A00011","Third income quintile","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059497689","2.4.13","","..","","","1"
"2010","Atlantic Region","2016A00011","Third income quintile","Owner's equity as a share of real estate","Percent","239","units ","0","v1059497690","2.4.14","","..","","","1"
"2010","Atlantic Region","2016A00011","Third income quintile","Real estate as a share of disposable income","Percent","239","units ","0","v1059497691","2.4.15","","..","","","1"
"2010","Atlantic Region","2016A00011","Third income quintile","Net worth as a share of disposable income","Percent","239","units ","0","v1059497692","2.4.16","","..","","","1"
"2010","Atlantic Region","2016A00011","Third income quintile","Debt to disposable income ratio","Percent","239","units ","0","v1059497693","2.4.17","","..","","","1"
"2010","Atlantic Region","2016A00011","Fourth income quintile","Financial assets as a share of total assets","Percent","239","units ","0","v1059497694","2.5.1","","..","","","1"
"2010","Atlantic Region","2016A00011","Fourth income quintile","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059497695","2.5.2","","..","","","1"
"2010","Atlantic Region","2016A00011","Fourth income quintile","Other financial assets as a share of total assets","Percent","239","units ","0","v1059497696","2.5.3","","..","","","1"
"2010","Atlantic Region","2016A00011","Fourth income quintile","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059497697","2.5.4","","..","","","1"
"2010","Atlantic Region","2016A00011","Fourth income quintile","Real estate as a share of total assets","Percent","239","units ","0","v1059497698","2.5.5","","..","","","1"
